Episode,Q-1,Q-2,Q-3,Q-4,Q-5,Q-6,Q-7,Q-8,Q-9
54,0.3098178898033343,0.3902861428888221,0.5443700677470157,0.56482553168347,0.6943474443335282,0.5414526689993707,0.4896908716151589,0.6538432209115279,0.6369739300326297
55,-0.5093488693237305,0.27840320880596453,-0.12578556973200578,0.019311864788715657,-0.029770470582521878,-0.2868378987679115,-0.29576512483450085,-0.5766827509953425,-0.22045999994644752
56,-0.07207810878753662,0.13030617435773215,0.003500481446584066,0.11718785762786865,0.04163527488708496,-0.01741848389307658,0.3252880647778511,-0.27129946152369183,0.011292139689127604
57,0.22013190984725953,0.39939149618148806,0.4007221460342407,0.4291260838508606,0.41533565521240234,0.37021154165267944,0.34958854913711546,0.39291568994522097,0.3130567669868469
58,0.6494623720645905,1.1149239540100098,1.3069756925106049,1.3298378884792328,1.3826545476913452,1.393969088792801,1.1964892596006393,1.3722889423370361,0.950398400425911
59,0.26044289271036786,0.19203857580820718,0.02102835973103841,0.1281032164891561,0.2896400988101959,-0.016451398531595867,0.11440954605738322,0.11417609453201294,0.39380283157030743
60,0.21147187054157257,0.5146277546882629,0.49201446771621704,0.5959077030420303,0.553423285484314,0.7046517580747604,0.8000365793704987,0.48033496737480164,0.3965419679880142
61,1.7479222615559895,2.581555239359538,2.8238468329111734,2.9844836552937823,2.91638240814209,3.1549457867940265,2.8466372807820637,3.0053462982177734,2.1660871505737305
62,1.014974870179829,1.1543085449620296,1.0196612132223029,1.1012185121837414,1.19161656028346,0.9464249861867804,1.2248029834345768,1.1545372573952926,1.020666583588249
63,0.9253689962274888,1.375697135925293,1.5865318354438334,1.53990437002743,1.5589929187999052,1.3444156225989847,1.6040408471051384,1.4356901785906624,1.294113089056576
64,1.1997526306094546,2.024272651383371,2.1842443798527573,2.184069590135054,2.331548958113699,1.9993245872584255,1.9941071994376904,1.9491185708479448,1.8481839931372441
65,0.6841486136118571,1.0554885864257812,1.4184011777242025,1.2115339597066244,1.4423053105672201,0.8928221384684245,1.331560198465983,1.089909807840983,1.289308484395345
66,0.9393890186360008,1.2322127568094354,1.4323066441636336,1.4427576127805208,1.4225922760210539,1.3769092057880603,1.436145283673939,1.2881368304553784,1.1460881923374378
67,0.46869715054829914,1.6226443350315094,1.647813979950216,1.5028701424598694,1.8488357481029298,1.474028194944064,1.0970067977905273,1.0635308292176988,1.2768116200135813
68,1.937415897846222,2.113946239153544,2.7993352015813193,2.24724805355072,2.696691711743673,1.7245510170857112,2.2256646354993186,2.2419315377871194,2.5790401697158813
69,0.22294851806428698,0.43689583407508004,0.4387882815466987,0.43083392249213326,0.5238962703280978,0.5020308560795255,0.5479664935006036,0.4145840605099996,0.3705837329228719
70,1.1171900093555451,1.174003502726555,1.1546972621232272,1.4233445912599563,1.1771107345819474,1.1127818733453751,1.907357794046402,0.6662177860736846,1.097551590204239
71,0.8817310184240341,1.3508327528834343,0.914136677980423,1.2867715861648321,1.7130174338817596,1.3168805679306388,1.018567107617855,1.3778181346133351,1.4326254576444626
72,2.1100343607720875,3.3772105290776206,3.4444555796328045,3.5243593892526057,3.9170363403501964,3.290710368326732,3.223102799483708,2.8736964748019265,3.1868826101223626
73,2.152863701184591,1.027961013217767,1.2474104166030884,1.2463862001895905,1.4931594530741374,1.1592188676198323,2.3265002022186914,1.730308214823405,1.9531799952189128
74,1.8552590012550354,2.09200127919515,2.254558735423618,2.2511880662706165,2.12531570593516,2.2433357503679066,2.2990412645869784,2.0929108262062073,1.882727669345008
75,0.018784494562582535,-0.2870303284038197,-0.3334253051064231,-0.251228310845115,-0.09644304622303355,-0.00289361449805173,0.05077436295422641,0.040673860094764015,-0.000507849861275066
76,1.094665765762329,1.0817214709061842,1.016121323292072,1.0579892855424147,1.1106282197512114,1.0603046050438514,1.1062575303591216,0.912933716407189,0.7849351442777194
77,1.5409802762170632,1.2342767159144084,1.3241168816884359,1.2738645633061727,1.395288598537445,1.2533528884251912,1.665768627822399,0.97856285572052,1.0506115992863974
78,1.9882001876831055,1.8922335760934013,1.913316079548427,2.0407954284123013,1.9673504488808768,1.8716066905430384,1.978311368397304,1.8302122524806432,1.6737640925816126
79,2.57815154393514,2.487209849887424,2.4067423078748913,2.671396997239855,2.4275083541870117,2.3259128994411893,2.468403763241238,2.389572355482313,2.1328253746032715
80,2.1180759157453264,1.9886320701667242,1.9459202247006553,1.945143923163414,1.9788363065038408,1.6962157381432397,1.7339243729199683,2.0313888362475803,1.8263439791543143
81,1.9850155462821324,1.5903722842534382,1.7634026010831196,1.7114348871012528,1.6934835215409596,1.7773468246062596,2.0885966072479882,1.7093340357144673,1.4475759168465931
82,3.137812680857522,3.204925996916635,3.301118074144636,3.3085623604910714,3.3197142967156004,3.186884830679212,3.4103208013943265,3.298921353476388,2.963077741861343
83,-0.39839382966359455,-0.3993035852909088,-0.38512033224105835,-0.6446495254834493,-0.34846243758996326,-0.4888593355814616,-0.32296933730443317,-0.4776011109352112,-0.5112417340278625
84,-0.5152430874960763,-0.09648423535483223,-0.12282944577080863,-0.4065383161817278,-0.016078257134982517,-0.2786275999886649,-0.43801277024405344,-0.4425997393471854,-0.2813708782196045
85,2.3075670829186072,2.090295140559857,2.534418692955604,2.1208954591017504,2.328077297944289,1.881224879851708,2.4876433198268595,2.598244942151583,2.6747924502079305
86,1.5527866921004128,1.5051346561487984,1.8085343346876257,1.6408782951972063,1.6055474439088036,1.704629708738888,1.8107552616035236,1.713791103924022,1.6636776468333077
87,-0.8043262545879071,-0.16256175591395453,-0.3029448321232429,-0.7450636992087731,-0.08070819652997531,-1.0471572692577655,-0.820260057082543,-0.9270988060877874,-0.6186127100999539
88,1.1031869442566582,0.5570874836133874,0.6385133324757867,0.5598006300304247,0.7233522041984226,0.4610684980516848,0.9718353683533876,0.7605617901553279,0.8696515974791154
89,2.4856382459402084,2.52939181526502,3.2214834588812664,2.8439703260858855,3.093714140666028,2.8708312710126243,3.2743359180167317,3.0304815278699,3.2286174204200506
90,1.5213529268900554,1.577751252386305,1.8920536306169298,1.7050340705447726,1.7598972982830472,1.9936011367373996,1.9070330659548442,1.6798353327645197,1.5787257485919528
91,0.6120311975479126,0.945060133934021,1.2613960683345795,0.9002796769142151,1.168891680240631,0.941857248544693,1.0614486366510392,0.9130789399147033,1.2780501544475555
92,1.734201394021511,2.014801323413849,2.4279530867934227,2.2172564963499704,2.3012224435806274,1.8797344466050465,2.4242894103129706,2.0424660394589105,2.5293665478626886
93,0.8665568321943283,1.1200679540634155,1.3802355885505677,1.2372976303100587,1.1889566898345947,1.1493958592414857,1.8519259594380855,1.2977563008666038,1.2836787790060042
94,2.2429988980293274,2.2543843852149115,3.496580402056376,2.6895207166671753,3.1968637506167092,2.92975015938282,3.6041361689567566,3.105607893731859,3.9000668691264258
95,-0.21101820468902588,-0.8698370456695557,-0.5937703847885132,-0.7339747746785482,-0.5724447170893351,-0.5852775971094767,-0.08901954690615337,-0.27619365851084393,-0.4401818513870239
96,2.0816276414053783,3.251123768942697,3.4383879899978638,3.2040073765175685,3.2652180876050676,2.8263213208743503,2.9910687037876675,2.846617732729231,3.454298342977251
97,1.203065882558408,2.822747266810873,3.1809671339781387,2.7946488909099414,3.141667179439379,2.4748181882111924,2.7244542785312817,1.9397696826768958,3.041835173316624
98,-0.6505781303752552,-0.3307883522727273,-0.37040799314325507,-0.5488206039775502,-0.33927435224706476,-0.49494223161177203,-0.5760203166441484,-0.5843775055625222,-0.5788326913660223
99,1.9724114858187163,2.224510229550875,2.491066125723032,2.4101950572087216,2.2243347534766564,2.2322626205591054,2.296265822190505,2.5383496651282678,2.4593915389134335
100,-1.7117166221141815,-1.2436015456914902,-1.3701306879520416,-1.7998970597982407,-1.2406400740146637,-1.8759022653102875,-1.853327140212059,-1.867863416671753,-2.2709324806928635
101,2.0161662063901384,2.044836101077852,2.2443145513534546,2.277791426295326,2.038738040697007,2.1461021683755375,2.332810910921248,2.2267216907607184,2.0902273283591346
102,1.641899667002938,1.2095245664769954,1.1055187312039463,1.4867548942565918,0.8741433132778514,1.2877458550713279,1.5998474467884412,1.1444587815891614,0.7837156490846113
103,0.9451042880182681,0.8838400218797766,0.8757112440855607,0.9926602529442828,0.7279402898705524,0.9051423902096956,0.9379754481108292,0.8351031386333964,0.6619029563406239
104,2.178434581285523,2.648185178156822,3.0364753776980984,2.8787701226049855,2.914985279883108,2.8956760783349313,2.789960418978045,2.7934267597813762,2.949672349037663
105,0.005789279937744141,0.5600864376340594,0.8313366969426473,0.41896510124206543,0.6952970709119525,0.4622444084712437,0.5705846945444742,0.3911082971663702,0.41306765874226886
106,0.6973066655072299,1.1968659108335322,0.8848291743885387,1.2065153988924893,1.3070024008100682,0.9955273433165117,0.7125762592662465,0.7975014719096097,1.194910092787309
107,0.6387801515428644,0.08914019716413397,0.3645450225786159,0.23919219602095454,0.1666745272906203,0.5594667459004804,0.7276976461473265,0.3667341564830981,0.26528623504073995
108,-0.0648014744122823,0.3519587483670976,0.6473967697885301,0.36896253294414944,0.7363131476773156,0.36026230785581803,0.6031602289941576,0.1356264352798462,0.5928904844654931
109,-0.901916429400444,0.5823306739330292,0.7600913494825363,0.31301891803741455,1.0599699765443802,-0.24167661368846893,0.20137901604175568,-0.3784218430519104,0.4727909415960312
110,0.06469286504116925,-0.7903305400501598,-0.4380973760377277,-0.7016282061284239,-0.6204385351050984,-0.3011933978308331,-0.001027089628306302,-0.522235477512533,-0.4989204846999862
111,-0.13800116255879402,-1.231052864342928,-0.6618961729109287,-1.115233551710844,-0.8426858335733414,-0.5917053408920765,-0.29354492388665676,-0.6053712703287601,-0.6096486654132605
112,-0.6289692223072052,-0.8898935715357462,-0.5764653484026591,-1.2364191313584645,-0.9931070109208425,-0.9006224622329077,-0.8916258811950684,-1.0640029311180115,-0.9952889333168665
113,0.14087140560150146,-0.13999918699264527,-0.027557811141014098,-0.2484986126422882,-0.1800679087638855,-0.005179990828037262,-0.01794308125972748,-0.176654914021492,-0.1232714183628559
114,5.438753388144753,9.08975007317283,10.04731752655723,8.7874624078924,8.88506362654946,9.157863313501531,8.14062522758137,7.74843121658672,9.558423085646195
115,7.87287388086319,11.089922605752944,12.107639327049256,10.81014524936676,10.987965650558472,11.569224228858948,11.199094398021698,10.087885613441467,12.084938039779663
116,2.221413356917245,2.4057942714009966,2.611722264971052,2.3185440642493114,2.2409386123929704,2.397504346711295,2.4176845039640154,2.559649041720799,2.706102269036429
117,6.880575762075536,10.643304404090433,11.716108006589552,9.916359410566443,10.58725746940164,10.894429515389835,10.154976515208974,10.101530004950131,12.12801023090587
118,2.038792594273885,1.1925549030303955,1.6846081813176472,1.185792899131775,1.4177837053934732,1.430438494682312,1.954741390546163,1.8218446254730225,2.184552764892578
119,1.5660551376640797,1.6157171875238419,1.6500084735453129,1.5300325639545918,1.2925596227869391,1.5875434428453445,1.7111631706357002,1.3256354262121022,1.561265241354704
120,3.787640651067098,8.237530636290709,7.805445893357198,7.575377548734347,8.192287067572275,6.7349779059489565,7.5333923399448395,6.508082027236621,9.039185216029486
121,-0.18757930168738732,-0.7131388554206262,-0.5762088848994329,-0.816206693649292,-0.8017579225393442,-0.5687351226806641,-0.3582622271317702,-0.3818047780257005,-1.0629464296194224
122,5.9939428227288385,10.239734731401716,11.739537821497237,9.933704420498438,10.687455719709396,11.502113260541643,9.805638558523995,9.364378791196005,10.93290854692459
123,3.7029748465500627,5.582268387663598,6.066143113024094,5.50914114596797,5.373873860228295,6.047920428070367,5.242921551068624,4.696137475908971,5.138762429648755
124,2.2837071264231645,3.270736970835262,3.04049911763933,3.1122087416825472,2.873241248506087,3.0831774782251427,2.563555015458001,2.4612272216214075,2.3222482485903635
125,1.1662973880767822,1.5007874846458436,1.156421693166097,1.502783751487732,1.245660157998403,1.3350937008857726,1.3180596907933553,0.9482448975245158,0.9534780740737915
126,1.4101541116833687,1.627305006608367,1.0408130958676338,1.6537036430090666,1.151845008134842,1.1433422360569239,1.203046826645732,0.7423668429255486,0.6828293278813362
127,1.75225285962224,2.165856885910034,1.9669653058052063,2.3008233070373536,2.088488459587097,2.0745020151138305,2.0860569357872008,1.8932701349258423,2.021234130859375
128,0.44359746846285736,0.4569521871480075,0.1330959905277599,0.4627740058031949,0.20130959153175354,0.04763721336017956,0.1963580304926092,-0.2044415528124029,-0.10505766082893718
129,0.5946134220470082,0.9670281870798632,0.5113245790654962,0.695835292339325,0.6095897921107032,0.22585019198330966,0.46716337312351575,0.2371284934607419,0.09907410632480275
130,0.9124111974680865,1.3015245905628912,0.847336106830173,1.0580007080678586,1.1523384551207225,0.8501526249779595,0.8608547846476237,0.6948195188133804,0.4448495661770856
131,5.387120185338932,7.615950325260991,6.412710842878922,7.277247200841489,6.913296730622001,6.232989969460861,6.292124204013659,5.9526582904483964,6.67119052099145
132,3.253837065263228,3.09593805399808,3.175201416015625,2.976895202289928,3.054780223152854,2.7420814362439243,3.1558286330916663,2.587971557270397,2.764349178834395
133,2.263883964581923,2.6681546948172827,2.5049074346368965,2.6124632250178945,2.6223266558213667,2.293749833648855,2.26428482207385,2.254987456581809,2.4873710003766147
134,3.978265005966713,5.781642391763884,5.1243370072595,5.131522174539237,5.470468181988289,5.042879449910131,4.329008725182764,4.606661022737108,4.798497576138069
135,1.4601230270722334,1.8837780952453613,1.606224677141975,1.5327489656560562,1.7930091374060686,1.7301465167718775,1.5740221914123087,1.762722555328818,1.1773279905319214
136,1.6508452015764572,2.7503197824253753,2.306630914702135,2.4676422318991493,3.152525172514074,2.3030062984017765,2.298151780577267,2.618231044096105,2.913945562699262
137,5.175291767826787,7.6948187969349044,7.0489202870262995,7.221568147341411,7.929275424392135,7.164740341681021,7.121415001374704,6.410867479112413,7.352379657604076
138,7.278658151626587,8.98353111743927,8.070223808288574,8.492248892784119,8.036912560462952,8.425560593605042,8.630336165428162,6.832836091518402,7.45059210062027
139,1.8169597188631694,2.208551029364268,2.3175373554229735,1.8733303507169088,2.475173093875249,2.281597129503886,2.2849699378013613,1.9833989918231965,2.309692605336507
140,4.4051077891798585,5.055731289526996,5.141033718691153,4.697608439361348,4.8723197658272355,4.361795243094949,4.892726428368512,4.280777489437776,4.613909251549664
141,7.182268301645915,9.769393171582903,9.133700677326747,8.813671441305251,8.972904290471758,8.379186391830444,8.588406040554954,7.522864893788383,7.879600810153144
142,4.37209443960871,5.733617782592773,5.438653400966099,5.242506010191781,5.6360973460333685,4.713338238852365,5.075659351689475,4.999850690364838,5.4074877968856265
143,7.131382161920721,9.179030255837874,9.310275793075562,8.318993091583252,8.496330477974631,8.306841698559849,8.263700030066751,7.241427746686068,7.228895642540672
144,3.4141316525638103,4.102932453155518,4.1777325589209795,3.762681819498539,4.1404998153448105,3.1194257140159607,3.3478841185569763,3.752304531633854,3.914510056376457
145,6.753959474892452,8.257006435558713,8.267145222630994,7.567783055634334,7.823080042312885,7.544719457626343,7.363408261332019,7.044872900535321,6.711134713271568
146,0.29462191462516785,0.37151170521974564,0.4305269941687584,0.19437427818775177,0.3963984102010727,0.28428390622138977,0.29159633815288544,0.2916732206940651,-0.14507244527339935
147,4.144951934997852,5.798688787680406,6.548656486547911,5.381774838154133,5.883924777691181,6.133841762175927,6.064261042154753,5.10219976076713,4.935024995070237
148,12.185317158699036,13.34206141596255,14.324380131519359,13.068178596703902,13.303732519564422,14.559557526007943,14.032461936059205,12.073934586151786,10.741702753564585
149,7.571651653448741,7.7298646132151285,8.272759087880452,7.639815092086792,7.493880064785481,8.081047328313192,8.129142626126606,7.125184230009714,6.275083903471629
150,4.735525471823556,5.221180983952114,5.391651962484632,4.82692061151777,5.050599575042725,5.166974340166364,4.850476912089756,4.52271352495466,3.9396372522626604
151,6.747872997732723,6.7876680668662575,7.3137654066085815,6.8515226069618675,7.117634345503414,6.8710541339481574,6.310488749952877,5.965211538707509,5.65132146021899
152,3.7497420100604786,4.93703744691961,4.900714355356553,4.761998358894797,5.198133265270906,4.898246232201071,4.267967729007497,4.116673560703502,3.9471483370837044
153,6.8008356264659335,8.952604813235146,9.90106235231672,8.967215972287315,10.376180691378456,9.817939847707748,9.650419354438782,9.549011719546147,9.175789809652738
154,0.8079777864309458,1.3052817858182466,1.4804415152623103,1.2478129130143385,1.5138878363829393,1.3952525579012358,1.3307801576761098,1.6284004954191356,1.5057655435342054
155,2.0861394656331917,3.075214411083021,3.444483863679986,3.293765814680802,3.8345161299956474,3.337201011808295,3.703071029562699,3.9655098617076874,3.6170309891826227
156,4.594469849879925,4.605930144970234,5.518188630159084,5.028995073758638,5.304575727536128,4.857743630042443,5.593151285098149,6.1364424870564385,5.849885858022249
157,2.7911828068586497,4.375867160467001,4.307026739303883,4.316622967903431,4.568811006270922,4.11314485164789,4.257319741524183,5.082946765881318,4.328950249231779
158,-0.45203241317168524,-0.28781171855719195,-0.07525876034861026,-0.3095407518355743,-0.07396651188964429,-0.4941237795612086,-0.09455768504868382,0.19297523213469464,-0.134917254033296
159,1.5446052392323812,2.244003915786743,2.219830020268758,2.1861693461736045,2.351797596613566,2.251028792063395,2.0588305483261746,2.2102232297261555,2.096515719095866
160,0.6322867261866728,1.4238818635543187,1.7853556374708812,1.3751352156202,1.786381761233012,1.4575554529825847,1.397235759223501,1.7103342283517122,1.3398936887582142
161,-0.36574675071807133,-0.1720824979600452,0.20900391113190425,-0.0919817288716634,-0.17450218541281565,-0.06915023497172765,0.022155290558224634,0.4316053220203945,-0.6863210399945577
162,2.1024271100759506,2.699939774615424,3.082067733364446,2.6919167979753444,2.7956436683556865,2.7685098999312947,2.389289259112307,2.7439038923808505,2.6664265231894597
163,-1.6518926760729622,-1.1101863244000603,-1.2271097758237053,-1.227471533943625,-1.1341325184878182,-1.5210341705995447,-1.386210329392377,-1.1688893121831558,-1.2984419500126558
164,-0.847063273191452,-0.8170133034388224,-0.5504704614480337,-0.8955338597297668,-0.8335793713728586,-0.8118819296360016,-0.6251873473326365,-0.41274218757947284,-0.8172877430915833
165,0.2123909704387188,0.41954570114612577,0.5339875817298889,0.31702291443943975,0.36555602252483366,0.2957576930522919,0.3147801741957664,0.4171063870191574,0.3104045882821083
166,2.0204794334202276,2.298091373792509,2.5605253649920954,2.300184816848941,2.550075927885567,2.5532430105093047,2.380987888429223,2.507087860165573,2.3726118701260264
167,-2.4123258352279664,-1.7348592758178711,-1.5573874950408935,-1.6812360286712646,-1.385295307636261,-1.5420122861862182,-1.438587522506714,-1.210674238204956,-1.001176591962576
168,-0.6995940864086151,-0.3605716049671173,-0.4908270865678787,-0.5042564392089843,-0.3881118655204773,-0.7618781566619873,-0.7784195393323898,-0.8685696721076965,-0.9747291505336761
169,-3.1748576601346334,-2.7658414403597513,-2.185272224744161,-3.0296405454476676,-2.700609262784322,-2.958837937315305,-2.8245349476734796,-2.8907334208488464,-2.708326510588328
170,5.914708930253982,7.463380312493869,7.939394003152847,7.187423630271639,7.559119146210807,7.839174824101584,6.911131928648268,7.020570168112005,6.6756175518035885
